x,episode_rewards,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
533,669.0,3.4,4.0,3.8,3.8,4.1,3.4,3.5,3.5,2.4,3.1,4.1,4.5,4.5,2.7,4.6,3.9,4.2,3.4
534,753.0,4.0,4.2,5.1,3.5,3.7,3.9,4.1,4.1,4.0,3.9,3.6,4.1,3.5,4.5,5.1,5.7,4.2,4.1
535,726.0,4.3,5.2,3.6,3.3,3.9,3.3,4.0,3.6,2.9,2.9,4.5,3.9,3.5,4.4,5.6,4.5,4.7,4.5
536,766.0,3.7,4.4,4.7,3.7,4.5,3.7,3.9,4.1,4.6,4.2,4.4,5.1,3.9,4.1,4.0,4.7,4.8,4.1
537,787.0,4.3,4.8,3.7,4.1,3.6,4.2,5.2,4.9,4.1,3.9,4.6,4.0,4.9,5.4,4.7,4.8,3.2,4.3
538,721.0,4.5,4.8,3.8,3.4,4.0,3.6,3.9,4.8,3.9,3.7,3.7,3.7,4.1,3.9,4.2,4.1,4.0,4.0
539,715.0,4.5,3.2,3.9,3.7,4.5,4.1,4.5,4.6,4.1,3.9,4.0,4.4,4.1,2.8,4.0,3.6,2.8,4.8
540,715.0,4.4,3.6,4.0,4.4,3.6,4.4,4.9,2.7,4.5,3.3,3.9,3.9,5.2,4.2,2.9,4.6,3.4,3.6
541,641.0,3.9,4.6,3.3,3.2,4.1,3.3,4.0,3.5,3.1,4.5,3.8,3.2,3.4,3.3,3.7,3.5,2.2,3.5
542,733.0,4.7,3.7,4.2,3.8,3.4,4.6,3.4,4.1,4.5,3.8,5.0,4.4,4.4,3.5,4.5,4.4,3.7,3.2
543,708.0,4.6,3.3,3.7,3.8,3.7,3.8,4.4,4.0,3.3,4.0,4.9,3.5,4.7,3.4,4.5,3.9,4.1,3.2
544,704.0,3.7,3.5,3.6,3.9,3.6,3.4,4.9,3.7,4.3,4.0,2.9,4.2,4.7,3.9,3.9,4.3,4.6,3.3
545,745.0,4.0,4.5,4.2,4.8,4.5,4.8,4.7,3.9,4.1,4.5,3.6,4.1,4.6,3.9,3.8,3.0,3.3,4.2
546,707.0,4.2,3.5,4.3,4.0,3.1,4.2,4.6,4.1,3.6,3.6,4.1,2.8,5.3,3.7,4.7,3.6,3.4,3.9
547,798.0,4.5,4.7,3.9,5.0,4.4,4.4,4.2,6.0,3.7,5.5,3.9,4.7,4.7,3.4,4.0,4.2,4.6,4.0
548,731.0,4.0,4.7,4.6,5.2,2.8,3.8,3.9,3.9,4.0,3.7,5.5,3.4,4.7,3.6,3.9,3.6,4.2,3.6
549,779.0,3.4,4.0,3.9,4.3,4.2,3.7,5.1,4.4,4.7,3.7,5.0,5.0,4.6,4.4,4.3,4.3,3.8,5.1
550,709.0,3.5,4.0,4.6,3.3,4.2,4.4,3.2,4.4,3.5,4.2,3.8,5.2,3.7,3.3,4.6,3.9,3.3,3.8
551,757.0,4.6,4.3,3.7,4.5,4.9,3.5,3.7,4.1,3.5,4.1,3.3,5.0,4.4,4.8,4.0,4.1,4.2,5.0
552,742.0,4.0,4.4,3.9,3.8,3.9,4.0,3.8,4.8,3.7,3.9,4.9,3.6,4.8,4.2,4.6,4.4,3.1,4.4
553,772.0,4.1,5.1,4.5,2.8,4.2,4.1,3.8,5.1,4.5,4.1,3.8,4.8,4.2,4.7,4.4,4.7,4.0,4.3
554,689.0,4.2,3.8,3.8,4.3,3.5,3.7,2.9,4.3,4.7,4.8,4.8,3.7,3.2,4.0,3.0,4.4,2.5,3.3
555,733.0,4.1,5.5,4.5,3.8,3.1,3.6,4.2,4.1,4.3,3.9,3.7,4.1,4.9,4.4,3.1,3.8,3.6,4.6
556,776.0,3.6,4.5,4.5,4.2,4.8,4.9,4.3,3.7,3.6,4.0,4.2,5.4,4.5,4.9,4.0,3.6,4.4,4.5
557,717.0,4.4,4.7,3.7,3.7,4.4,4.5,3.7,3.8,4.4,3.1,3.7,5.2,4.2,3.7,4.1,2.5,4.3,3.6
558,691.0,3.4,3.5,3.9,4.4,4.7,5.2,4.2,3.8,3.4,3.5,3.4,3.8,4.1,5.4,3.5,3.4,3.5,2.0
559,762.0,4.3,4.9,4.7,3.3,3.0,4.1,3.6,5.2,3.8,4.0,4.5,4.4,4.2,4.5,5.5,5.0,3.9,3.3
560,696.0,3.8,4.2,3.9,5.0,3.6,3.2,3.4,4.6,3.9,3.8,3.7,3.5,3.7,4.1,4.1,3.2,3.8,4.1
561,756.0,4.2,4.9,3.1,4.7,4.5,3.3,4.7,3.1,3.8,4.4,5.6,3.5,4.6,4.1,3.4,5.6,3.6,4.5
562,776.0,4.4,4.0,4.0,4.9,4.0,4.6,4.9,3.8,3.7,4.8,3.7,3.7,4.5,3.9,5.4,4.4,4.2,4.7
563,747.0,5.1,4.0,3.7,3.5,4.4,4.8,3.9,3.4,3.8,4.3,4.3,4.6,4.5,4.1,4.7,3.9,3.5,4.2
564,702.0,2.8,3.0,3.3,4.4,3.8,3.7,3.8,3.4,3.5,3.8,3.1,3.4,5.6,5.5,4.1,3.7,4.1,5.2
565,736.0,3.2,3.4,4.7,4.4,3.7,4.7,4.1,4.3,4.1,3.5,5.1,4.2,4.8,4.0,4.0,2.9,4.5,4.0
566,763.0,4.6,5.2,4.2,4.7,3.9,4.5,3.2,3.3,3.6,4.3,4.3,4.9,3.8,3.4,5.6,4.3,4.3,4.2
567,750.0,5.3,4.0,4.3,3.5,4.2,5.2,3.5,3.0,3.2,3.6,4.4,4.4,4.3,5.0,4.7,3.9,4.0,4.5
568,728.0,4.9,4.1,3.9,4.5,3.8,4.3,3.5,3.1,3.4,4.7,4.3,3.8,3.2,4.4,4.2,4.5,3.6,4.6
569,730.0,3.6,3.9,3.8,3.7,4.5,4.0,4.4,3.9,4.7,3.7,4.3,3.9,3.3,4.3,4.8,3.8,4.8,3.6
570,787.0,3.9,4.5,3.4,4.7,4.5,5.9,5.4,3.7,4.6,4.1,4.4,4.0,4.3,3.8,3.8,4.0,3.9,5.8
571,671.0,5.0,4.9,4.0,3.6,3.5,3.1,2.8,4.1,3.8,3.6,4.0,4.4,3.5,4.1,3.2,2.6,3.3,3.6
572,732.0,3.9,4.5,3.9,4.1,2.6,4.4,3.9,4.9,4.6,4.2,3.5,4.4,3.9,3.7,4.3,4.1,3.8,4.5
573,659.0,3.7,4.0,3.9,2.6,3.0,3.4,3.7,4.3,3.9,3.7,3.6,3.2,5.1,3.9,2.7,3.5,3.4,4.3
574,732.0,4.8,3.8,4.5,4.9,3.8,4.0,3.8,4.5,3.7,4.6,2.7,4.2,3.6,3.0,4.4,3.9,4.1,4.9
575,697.0,3.2,3.8,2.9,3.7,4.5,3.6,4.2,3.4,3.9,3.4,4.4,4.0,4.7,3.3,4.7,3.6,4.3,4.1
576,734.0,4.1,3.0,3.8,4.7,3.5,4.4,5.1,4.3,4.4,3.2,3.6,4.5,4.5,5.1,4.6,3.3,3.6,3.7
577,734.0,5.1,5.4,3.9,4.4,3.9,4.5,4.2,4.7,3.5,4.5,3.8,4.3,3.2,4.3,4.5,2.4,3.3,3.5
578,670.0,3.4,4.4,4.0,3.4,4.3,3.1,3.5,3.6,3.6,4.0,3.6,2.8,4.7,3.8,4.6,3.7,3.1,3.4
579,748.0,3.9,5.0,4.3,4.0,4.5,4.8,3.8,5.0,3.9,3.6,3.6,3.3,4.3,4.0,3.3,5.2,4.6,3.7
580,708.0,3.5,4.4,4.4,4.6,3.8,4.4,3.0,4.2,3.7,3.7,4.3,3.8,4.3,3.6,3.8,3.6,4.8,2.9
581,722.0,4.5,3.5,4.9,3.6,3.9,4.5,4.3,3.4,3.6,3.8,3.0,4.2,3.9,3.9,4.2,3.9,5.2,3.9
582,673.0,4.3,3.6,2.7,3.1,2.9,3.9,4.7,3.5,4.1,3.9,3.4,4.4,3.5,2.9,4.3,3.5,3.6,5.0
583,745.0,3.6,4.5,3.9,5.2,4.1,2.7,4.9,4.1,3.9,4.0,4.6,4.2,3.0,3.8,4.7,4.5,4.6,4.2
584,714.0,3.1,3.8,3.5,2.8,3.7,4.2,3.5,4.0,4.2,4.3,4.0,4.2,4.2,5.7,4.6,2.9,4.9,3.8
585,782.0,4.6,4.4,4.9,4.2,4.8,4.2,3.6,4.7,4.3,4.7,4.5,4.5,4.4,4.0,4.4,4.0,4.0,4.0
586,786.0,3.6,5.0,5.0,4.9,4.4,4.7,4.8,5.0,3.0,3.3,4.6,4.0,4.3,4.9,4.3,4.0,4.8,4.0
587,806.0,5.5,3.8,4.2,4.0,4.8,4.8,5.4,4.8,4.6,4.9,4.0,4.3,3.0,4.6,3.3,5.9,4.5,4.2
588,760.0,4.6,4.5,4.3,3.6,4.0,4.7,3.8,5.0,4.3,4.1,4.5,4.2,4.7,4.7,3.1,3.4,3.5,5.0
589,725.0,3.4,4.4,3.8,3.6,4.6,4.1,4.4,4.1,3.8,4.2,3.4,4.0,3.7,3.4,4.8,4.3,4.3,4.2
590,732.0,5.0,4.2,4.7,4.2,4.1,4.6,4.4,3.3,3.9,3.1,3.5,3.4,4.1,3.5,5.2,4.1,3.9,4.0
591,754.0,4.3,3.6,4.6,4.2,4.4,4.5,4.6,2.6,3.9,4.4,4.9,3.9,3.9,4.3,4.1,4.3,4.5,4.4
592,719.0,3.9,3.9,4.3,4.5,3.5,4.0,4.6,3.9,3.2,3.9,3.4,3.8,3.7,4.0,4.6,5.1,3.9,3.7
593,804.0,4.0,3.6,3.7,4.2,5.0,4.7,4.3,5.0,5.2,4.5,4.2,4.7,4.3,4.3,4.6,4.2,5.0,4.9
594,636.0,2.9,3.8,3.8,3.5,2.9,4.2,3.6,3.4,3.4,4.2,3.4,3.5,3.8,3.5,3.7,3.8,2.9,3.3
595,734.0,4.3,4.7,4.9,3.1,3.7,5.5,3.6,5.1,3.8,3.6,3.4,2.4,4.0,4.7,3.9,4.4,3.9,4.4
596,772.0,4.0,4.1,4.5,5.2,3.6,4.1,4.9,3.8,3.9,4.6,4.2,4.5,4.0,5.1,4.7,4.1,3.5,4.4
597,766.0,4.0,4.3,4.6,4.2,3.9,4.2,4.3,4.0,5.1,4.0,4.4,4.9,5.0,3.8,4.5,3.7,4.1,3.6
598,691.0,4.1,3.8,3.7,3.4,3.5,3.5,3.5,4.2,4.3,2.9,4.2,4.6,2.8,3.6,4.2,3.5,4.8,4.5
599,760.0,3.5,3.8,4.5,4.4,4.2,3.8,3.5,3.9,5.2,4.4,4.1,5.7,3.8,4.9,3.9,4.0,4.0,4.4
600,682.0,3.7,3.8,3.7,2.3,4.2,3.4,3.8,4.3,4.3,3.3,3.8,4.2,3.9,4.0,4.2,3.8,3.8,3.7
601,665.0,3.8,3.1,4.3,3.9,4.1,3.1,4.0,3.3,3.8,4.8,3.0,4.3,3.1,3.2,4.1,3.7,3.8,3.1
602,720.0,4.4,5.7,4.4,3.8,4.3,4.6,3.3,4.5,4.2,3.8,3.1,3.9,3.2,3.4,4.1,3.5,4.1,3.7
603,675.0,2.9,3.9,4.4,4.0,3.1,3.6,4.4,4.2,3.4,4.1,3.4,3.5,3.6,3.1,4.2,4.0,3.6,4.1
604,721.0,3.0,4.2,4.1,4.1,4.7,3.5,4.6,4.3,3.3,4.0,3.1,4.3,4.3,3.3,4.1,4.5,4.2,4.5
605,741.0,3.6,4.8,4.1,4.6,3.8,4.9,4.3,4.2,3.7,3.5,3.4,3.7,3.8,4.3,4.0,3.7,5.1,4.6
606,689.0,4.5,4.5,3.0,4.2,3.6,3.5,3.6,3.9,4.2,2.9,3.6,4.2,3.6,3.2,3.8,3.9,4.1,4.6
607,711.0,3.8,4.0,4.1,3.2,4.2,4.4,3.5,3.8,4.1,3.4,3.9,3.2,4.0,5.3,4.3,4.0,3.7,4.2
608,743.0,4.4,3.8,4.5,3.9,3.8,3.9,3.5,3.7,3.4,5.1,5.0,3.8,4.3,5.0,3.1,4.2,4.4,4.5
609,796.0,4.5,4.4,4.9,3.8,4.5,4.7,4.3,4.0,4.2,4.0,4.9,3.4,5.1,4.0,5.1,4.8,4.7,4.3
610,724.0,4.8,4.2,3.5,3.9,4.6,3.8,3.5,4.5,4.3,4.2,3.0,4.5,4.3,2.9,4.8,3.6,4.6,3.4
611,714.0,4.1,3.7,4.1,3.6,4.8,3.1,4.5,4.1,4.8,3.3,3.5,3.2,5.1,4.0,3.7,3.9,4.2,3.7
612,734.0,4.3,3.7,4.2,3.9,5.8,3.9,3.9,3.9,4.0,4.5,4.0,3.5,3.7,4.2,3.9,3.6,3.7,4.7
613,692.0,3.6,4.9,4.2,3.8,2.9,4.7,3.5,3.2,3.6,3.1,3.8,5.5,4.3,3.1,3.6,3.8,4.1,3.5
614,740.0,3.4,4.8,5.3,4.0,4.2,5.5,5.7,4.0,3.2,3.6,4.0,3.3,3.0,4.8,3.7,4.0,3.6,3.9
615,801.0,4.5,4.8,4.4,4.2,4.3,4.0,5.2,4.3,4.4,4.8,4.1,4.6,5.2,3.7,4.9,4.6,4.1,4.0
616,644.0,4.1,3.4,4.3,3.0,3.1,4.0,3.7,4.3,3.1,3.2,3.9,2.2,4.3,3.4,3.4,4.6,2.8,3.6
617,720.0,4.7,4.4,4.5,3.4,4.2,3.8,4.5,3.8,3.2,4.6,4.6,3.3,3.9,2.6,4.3,4.3,3.7,4.2
618,671.0,3.6,2.8,3.4,4.6,4.3,3.9,3.4,2.5,4.4,3.5,3.6,4.0,3.6,4.6,2.8,3.7,3.5,4.9
619,691.0,3.2,3.1,3.7,3.2,3.5,4.5,3.0,4.2,3.9,4.5,4.4,3.4,3.3,4.0,3.6,4.4,4.0,5.2
620,681.0,3.6,3.9,3.8,3.6,3.7,3.2,3.8,4.3,4.1,3.6,2.8,4.1,4.0,4.6,3.7,3.9,3.8,3.6
621,701.0,3.3,3.4,4.1,3.3,3.5,4.2,4.8,3.7,3.5,3.0,4.3,4.4,3.6,4.2,5.0,4.3,3.8,3.7
622,742.0,4.6,3.7,3.4,3.9,3.5,3.3,3.8,3.8,4.1,4.6,3.8,5.1,4.6,3.6,5.4,4.3,4.6,4.1
623,782.0,4.5,4.6,3.3,4.3,3.9,4.5,4.7,4.0,5.1,3.8,4.6,4.4,4.8,3.4,4.2,4.9,4.6,4.6
624,795.0,4.1,5.2,4.8,4.5,4.0,5.4,4.7,3.7,4.7,4.4,4.8,4.4,4.5,3.9,3.9,4.0,4.6,3.9
625,674.0,3.2,5.2,3.4,4.1,4.1,3.7,3.3,4.1,4.0,4.0,3.4,4.2,3.4,2.6,3.4,4.5,3.3,3.5
626,784.0,4.5,4.0,3.8,4.1,5.3,4.5,4.1,3.0,4.4,5.3,5.0,4.9,4.7,4.8,4.0,4.0,4.0,4.0
627,740.0,4.2,4.6,3.9,4.3,3.3,3.9,4.5,3.6,4.6,3.6,3.8,4.2,3.8,4.4,3.7,4.2,4.6,4.8
628,774.0,3.8,3.9,5.2,4.4,4.5,3.0,4.9,4.0,3.3,4.2,3.8,4.1,5.1,5.3,4.3,4.9,4.4,4.3
629,690.0,3.2,4.1,5.3,3.7,2.9,4.3,3.2,4.0,4.0,3.9,4.5,3.5,4.1,3.4,3.4,3.1,4.2,4.2
630,659.0,3.5,3.4,3.5,4.3,4.6,3.7,3.5,3.4,4.3,3.6,3.7,5.0,3.3,3.6,3.3,3.3,3.3,2.6
631,740.0,3.8,3.8,4.0,3.9,4.2,3.7,3.5,4.7,4.1,5.0,4.0,3.6,3.7,3.3,6.0,4.8,3.3,4.6
632,685.0,3.8,3.0,3.9,4.0,3.3,4.7,4.1,4.2,3.1,4.5,2.9,3.8,3.7,4.1,3.3,4.2,3.7,4.2
633,716.0,4.3,4.0,4.4,3.8,3.7,3.4,3.3,4.4,4.1,4.2,4.2,4.5,3.8,4.3,4.1,4.5,3.4,3.2
634,735.0,3.9,4.2,3.7,5.1,4.8,3.2,4.5,3.7,3.2,4.4,4.7,3.5,3.4,4.3,3.2,4.3,4.2,5.2
635,697.0,4.5,4.3,4.6,3.3,3.7,3.3,4.2,3.2,5.3,3.3,4.0,3.5,4.5,4.2,2.8,2.9,4.0,4.1
636,725.0,4.9,3.1,5.0,4.0,3.4,3.2,4.7,3.6,3.6,4.4,4.2,5.0,3.4,3.7,3.9,4.4,4.1,3.9
637,644.0,3.6,3.5,3.6,3.0,3.5,3.6,4.2,3.6,2.9,4.0,2.8,3.2,3.9,3.4,3.6,3.8,4.7,3.5
638,731.0,4.0,4.2,4.9,4.1,3.8,3.7,4.1,4.9,4.5,3.9,4.2,3.9,3.4,3.6,4.8,3.8,4.3,3.0
639,708.0,5.4,4.8,3.2,3.3,3.7,3.7,2.9,3.5,4.5,4.2,3.5,3.3,3.8,4.0,4.3,4.6,4.2,3.9
640,665.0,3.9,3.9,2.9,2.7,3.9,4.2,3.5,4.8,3.5,4.4,3.4,4.2,2.5,4.0,3.3,3.9,3.5,4.0
641,708.0,4.1,3.8,3.4,4.4,5.0,3.3,3.3,4.3,4.1,5.0,4.2,4.3,4.4,3.6,2.9,3.1,4.0,3.6
642,703.0,4.3,4.4,3.8,4.4,4.2,3.8,3.9,3.4,4.2,3.2,4.4,3.4,4.6,3.6,4.1,3.6,3.5,3.5
643,698.0,4.5,3.6,3.4,3.8,3.8,4.1,3.5,4.3,3.9,3.5,4.2,4.1,4.2,3.9,3.5,4.3,4.0,3.2
644,757.0,4.1,4.5,5.1,4.7,2.9,5.6,4.8,4.5,4.4,3.0,4.1,4.0,3.9,4.2,4.6,3.2,3.8,4.3
645,673.0,3.0,4.4,3.5,4.0,3.7,4.0,3.9,4.6,3.2,2.8,3.9,3.5,3.7,4.3,4.3,2.9,4.0,3.6
646,763.0,4.4,4.0,3.9,4.7,4.2,4.3,4.8,4.3,3.6,4.3,3.9,4.5,3.9,4.8,4.1,4.2,3.5,4.9
647,725.0,4.2,3.7,4.0,3.4,4.0,4.3,3.5,4.5,3.2,5.5,3.0,4.4,3.3,4.0,4.4,5.0,3.4,4.7
648,744.0,3.9,4.4,3.7,4.0,4.0,4.5,4.3,4.9,4.2,4.9,4.7,3.6,3.8,4.3,3.6,4.0,4.6,3.0
649,744.0,4.2,4.3,3.5,4.7,3.4,4.0,4.1,4.1,4.3,4.0,4.4,4.0,4.4,4.0,4.6,5.5,4.0,2.9
650,681.0,4.1,2.7,4.5,3.1,3.9,3.1,3.6,3.4,3.9,5.0,3.8,4.0,3.9,3.6,3.6,3.6,4.2,4.1
651,748.0,4.2,2.8,4.0,4.4,5.1,4.9,3.8,3.7,4.7,2.6,4.0,4.1,3.8,5.2,4.5,4.7,4.4,3.9
652,667.0,4.2,3.2,2.6,2.8,4.7,4.7,2.8,3.6,4.8,4.0,4.4,4.1,3.0,3.6,3.0,2.9,3.4,4.9
653,672.0,4.1,3.5,4.8,4.0,3.8,4.3,2.5,3.2,3.4,3.2,4.3,4.2,2.7,3.4,4.5,3.9,4.1,3.3
654,716.0,3.0,5.5,3.3,2.9,3.7,4.7,4.8,4.5,3.5,4.1,3.1,4.6,4.7,3.7,4.5,4.0,3.8,3.2
655,696.0,4.2,3.4,3.8,3.7,4.6,2.3,4.2,4.1,3.4,4.0,4.4,4.2,4.4,3.2,3.7,3.8,4.1,4.1
656,694.0,4.0,4.0,4.3,4.2,3.2,4.7,4.3,4.4,3.1,4.2,3.8,3.5,3.9,3.7,3.2,4.7,3.1,3.1
657,773.0,4.7,4.4,5.2,3.6,4.5,4.3,3.7,3.4,4.4,4.5,5.2,3.8,3.9,5.0,3.5,5.1,3.6,4.5
658,707.0,3.3,3.7,4.8,3.8,3.8,3.8,3.7,4.0,4.4,4.0,4.7,4.0,4.5,3.5,4.4,3.6,2.9,3.8
659,716.0,3.6,3.7,4.1,3.3,4.7,4.1,3.1,4.5,3.2,4.6,3.8,3.8,3.7,3.8,4.5,4.2,4.6,4.3
660,797.0,4.5,4.7,4.4,3.4,4.6,4.8,3.7,3.3,4.2,4.4,4.1,4.1,5.1,4.6,5.1,4.5,5.6,4.6
661,694.0,3.8,4.0,3.5,4.4,3.9,4.0,2.7,4.3,2.9,4.5,4.1,4.1,4.4,4.2,3.8,4.4,3.2,3.2
662,709.0,3.3,2.9,3.1,4.2,4.3,3.5,4.6,4.2,4.1,5.2,3.9,4.0,3.9,3.0,4.1,4.4,4.4,3.8
663,804.0,5.0,5.1,3.7,3.7,4.2,5.7,4.5,4.7,4.9,3.8,4.1,4.2,4.3,5.1,4.5,3.9,5.3,3.7
664,662.0,3.3,4.0,4.1,3.5,2.9,3.1,3.4,2.2,2.9,3.2,3.6,4.0,4.6,3.6,4.7,4.6,4.8,3.7
665,728.0,3.8,4.0,3.8,4.1,4.2,4.6,4.4,4.5,3.6,4.6,4.4,4.0,4.0,4.1,4.2,3.1,3.5,3.9
666,787.0,4.6,4.0,4.4,4.8,4.0,4.1,5.1,3.2,4.8,4.0,4.1,5.0,3.0,4.0,5.4,4.5,3.8,5.9
667,742.0,4.5,4.0,4.7,4.1,3.9,5.0,4.2,4.3,3.5,3.4,4.4,4.9,4.4,3.2,4.1,4.0,3.7,3.9
668,736.0,4.3,2.9,4.2,4.4,2.6,4.4,3.3,3.6,4.0,4.0,4.5,4.0,4.6,5.3,4.5,4.2,4.4,4.4
669,746.0,3.6,4.3,4.2,4.3,4.8,4.7,3.8,2.8,4.7,4.1,3.3,4.7,3.3,3.5,5.1,4.3,4.7,4.4
670,779.0,4.4,5.0,4.2,3.1,4.0,4.0,3.6,4.4,4.4,5.3,3.8,5.5,5.0,4.6,3.8,4.7,3.8,4.3
671,715.0,4.5,3.2,3.2,4.4,4.5,4.0,4.0,5.6,2.5,4.4,3.4,3.2,3.1,4.6,3.4,5.4,4.0,4.1
672,721.0,3.8,4.0,4.2,3.6,3.6,4.6,3.8,4.8,4.1,4.4,3.7,4.0,3.3,3.6,4.2,3.5,4.8,4.1
673,742.0,4.0,3.3,4.2,4.0,3.8,3.6,4.0,4.0,3.6,4.0,3.6,4.8,5.6,5.2,4.4,3.7,4.4,4.0
674,695.0,4.1,3.2,4.1,4.0,3.7,3.6,4.5,3.4,3.4,4.4,4.6,3.3,3.8,4.7,3.8,3.6,3.2,4.1
675,654.0,4.5,4.8,3.9,3.2,2.3,3.4,3.7,3.6,3.3,3.4,3.3,3.1,4.3,3.2,3.6,3.8,3.8,4.2
676,694.0,4.5,4.7,4.0,3.4,3.7,4.7,3.6,3.4,4.5,3.8,3.1,3.4,3.7,4.4,3.8,2.8,4.1,3.8
677,802.0,4.1,4.6,3.6,3.9,5.8,4.6,4.8,4.7,4.9,4.7,4.6,4.1,4.4,3.4,4.2,4.1,5.6,4.1
678,719.0,4.4,3.7,3.6,4.1,4.0,4.1,4.1,4.6,4.7,4.5,4.0,3.5,4.1,4.3,3.8,3.8,3.4,3.2
679,710.0,3.6,3.6,4.1,4.2,3.8,4.3,3.9,3.7,4.0,3.9,3.9,3.8,4.5,3.7,4.9,4.1,3.7,3.3
680,692.0,3.4,3.5,4.3,3.8,4.0,4.9,4.6,3.8,3.4,2.7,4.1,4.8,3.1,3.9,4.2,3.5,3.6,3.6
681,678.0,3.7,4.1,3.9,3.9,3.2,3.8,3.6,3.0,3.5,3.5,3.3,4.5,3.9,4.8,4.5,3.0,4.5,3.1
682,669.0,3.9,3.3,4.1,4.0,4.2,3.5,4.4,3.5,3.8,3.5,4.2,2.6,4.0,2.8,4.4,3.6,3.7,3.4
683,697.0,3.5,3.6,4.0,4.7,2.4,4.2,4.1,4.1,4.5,4.2,4.5,4.0,4.2,3.7,4.5,3.1,2.6,3.8
684,682.0,3.8,4.2,3.6,2.6,4.3,3.6,3.5,5.0,4.1,4.2,3.8,3.2,3.8,4.1,4.2,3.7,3.5,3.0
685,704.0,4.0,3.2,4.2,4.1,4.2,4.1,3.7,3.7,3.4,4.8,3.8,4.1,4.4,3.1,4.7,3.9,3.6,3.4
686,688.0,3.1,3.7,4.2,3.2,3.9,4.9,3.9,4.0,3.4,3.5,4.2,3.4,4.4,3.6,4.1,4.0,2.8,4.5
687,763.0,4.0,3.5,5.2,3.8,4.4,3.4,3.1,4.4,4.7,3.8,3.8,5.3,3.7,5.5,4.4,4.3,5.0,4.0
688,631.0,4.0,4.4,3.9,2.9,3.5,2.9,2.3,4.0,3.4,3.6,3.2,3.0,2.8,3.8,3.7,2.9,4.1,4.7
689,710.0,4.2,3.6,3.5,3.6,3.8,4.5,4.5,4.5,3.8,3.7,3.5,3.8,4.0,3.6,3.2,4.3,4.3,4.6
690,650.0,3.3,2.7,4.1,2.8,3.4,5.3,3.1,4.3,4.0,3.8,3.2,3.2,3.4,4.6,3.6,3.7,2.9,3.6
691,725.0,4.8,3.4,3.6,3.1,3.5,4.2,3.8,3.0,4.8,3.7,4.2,4.7,3.8,4.5,4.7,4.2,3.9,4.6
692,721.0,4.5,5.0,3.8,3.6,4.2,3.7,3.7,3.1,3.7,4.5,3.5,4.4,4.7,3.8,4.3,3.6,3.5,4.5
693,726.0,4.1,4.2,4.7,4.5,4.5,3.6,2.8,5.3,4.0,3.6,4.7,3.7,3.4,4.0,3.0,4.0,4.9,3.6
694,774.0,5.3,4.1,4.5,4.6,5.0,4.2,4.0,3.8,3.0,5.3,4.3,3.5,4.0,4.4,4.3,3.9,5.2,4.0
695,814.0,4.5,4.5,4.7,5.2,4.9,4.7,4.4,4.6,4.5,5.4,4.0,4.6,3.7,4.3,3.6,4.9,4.6,4.3
696,797.0,4.2,3.6,4.3,4.4,4.8,4.9,3.9,4.0,4.1,3.7,3.9,5.5,4.8,4.2,3.6,5.2,5.3,5.3
697,696.0,3.9,4.4,4.1,3.8,4.1,4.2,3.3,4.5,4.1,4.5,3.8,3.9,2.7,3.6,3.7,3.8,3.3,3.9
698,781.0,4.7,4.0,4.3,4.2,4.5,4.1,3.5,3.7,4.7,3.7,5.2,3.8,5.5,4.9,3.7,4.7,4.8,4.1
699,698.0,4.4,3.3,4.5,3.7,4.2,3.8,3.5,4.0,4.2,4.4,3.3,3.7,3.4,3.4,3.5,4.8,3.7,4.0
700,712.0,4.3,3.6,4.4,4.2,4.2,5.0,4.2,4.3,4.5,3.3,4.2,4.1,2.3,4.1,3.1,3.7,4.0,3.7
701,724.0,4.2,4.7,4.0,4.5,3.7,3.7,4.1,3.7,4.1,3.5,4.4,4.2,3.9,4.0,3.9,4.5,3.5,3.8
702,655.0,3.3,3.1,3.4,4.3,3.9,3.7,3.8,2.9,3.4,4.3,4.3,4.7,4.1,3.1,3.1,3.9,3.2,3.0
703,750.0,3.9,3.7,5.1,3.5,4.3,4.0,3.8,5.4,3.5,3.0,4.5,4.3,4.5,4.9,4.0,4.6,4.2,3.8
704,733.0,3.8,4.3,4.1,3.9,4.6,3.1,3.6,3.6,5.3,3.5,4.9,3.8,3.4,4.0,3.9,4.7,4.5,4.3
705,669.0,4.5,3.9,3.6,3.5,4.0,3.5,3.3,2.9,3.9,4.1,4.1,3.8,2.8,4.1,4.0,3.9,3.6,3.4
706,721.0,4.2,4.3,3.7,4.3,4.7,3.5,4.0,4.7,4.1,4.4,3.9,4.4,4.1,3.2,3.5,3.8,3.8,3.5
707,759.0,4.4,4.2,4.1,4.6,4.5,4.4,3.3,4.4,3.4,4.5,4.0,3.8,4.7,4.9,4.8,3.9,3.6,4.4
708,797.0,4.4,4.0,3.6,4.5,3.4,5.1,4.5,4.4,4.3,4.1,3.4,5.4,4.7,5.0,4.7,4.7,5.0,4.5
709,751.0,4.6,5.1,5.4,3.7,4.9,4.1,3.9,4.1,3.2,4.1,3.9,3.7,3.3,3.5,4.5,4.6,4.1,4.4
710,717.0,3.7,4.0,3.9,4.4,4.1,3.4,4.1,3.6,3.3,4.2,3.9,4.6,4.1,3.8,2.8,4.1,4.5,5.2
